no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,lead_time,arrival_month,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,booking_status_Not_Canceled
2,0,1,2,9,2,0,0,0,58.0,0,False,False,False,False,False,False,True
2,0,0,4,72,12,0,0,0,110.8,1,False,False,False,False,False,False,True
3,0,0,2,239,10,0,0,0,128.7,1,False,False,False,False,False,False,False
1,0,0,2,33,9,0,0,0,85.5,2,False,False,False,False,False,False,True
2,0,0,3,53,9,0,0,0,123.3,2,False,False,True,False,False,False,True
1,0,0,2,39,8,0,0,0,87.0,0,False,False,False,False,False,False,True
2,1,0,2,78,12,0,0,0,120.49,0,False,False,False,False,False,False,True
2,0,1,2,105,10,0,0,0,110.0,0,False,False,False,False,False,False,False
2,0,2,3,77,12,0,0,0,74.61,1,False,False,True,False,False,False,True
2,0,1,2,10,12,0,0,0,99.2,1,False,False,False,False,False,False,True
1,0,0,2,164,10,0,0,0,100.0,0,False,False,False,False,False,False,True
2,0,0,1,9,1,0,0,0,75.0,0,False,False,False,False,False,False,True
2,0,0,1,0,7,0,0,0,82.66,0,False,False,False,False,False,False,True
1,0,0,1,8,4,0,0,0,95.0,0,False,False,False,False,False,False,True
2,0,2,1,124,8,0,0,0,94.5,0,False,False,False,False,False,False,False
1,0,1,4,9,1,0,0,0,54.9,0,False,False,False,False,False,False,True
2,0,1,2,127,11,0,0,0,79.2,1,False,False,False,False,False,False,True
2,0,0,3,93,9,0,0,0,177.3,2,False,False,True,False,False,False,False
1,0,0,1,33,5,0,0,0,98.1,0,False,False,False,False,False,False,False
1,2,2,5,80,12,0,0,0,101.77,3,False,False,False,False,False,False,True
2,0,0,2,292,7,0,0,0,115.0,0,False,False,False,False,False,False,False
3,0,1,3,17,12,0,0,0,109.0,0,False,False,False,False,True,False,True
2,0,1,3,6,8,0,0,0,123.2,0,False,False,True,False,False,False,True
2,0,2,2,121,5,0,0,0,99.45,0,False,False,False,False,False,False,False
3,0,2,1,5,8,0,0,0,191.0,0,False,False,True,False,False,False,True
2,0,1,2,50,12,0,0,0,93.6,2,False,False,False,False,False,False,True
1,0,0,1,29,3,0,0,0,72.1,0,False,False,False,False,False,False,True
2,0,0,3,84,3,0,0,0,87.3,1,False,False,False,False,False,False,True
2,0,1,2,89,11,0,0,0,72.25,2,False,False,False,False,False,False,True
2,0,0,2,11,3,0,0,0,89.0,1,False,False,False,False,False,False,True
2,0,2,3,115,4,0,0,0,104.55,1,False,False,True,False,False,False,False
2,0,0,4,63,7,0,0,0,121.05,0,False,False,True,False,False,False,False
2,0,1,0,4,1,0,0,0,64.0,0,False,False,False,False,False,False,True
2,0,0,1,4,8,0,0,0,149.0,1,False,False,False,False,False,False,True
1,0,2,1,220,9,0,0,0,128.0,0,False,False,False,False,False,False,False
2,0,2,1,205,5,0,0,0,90.0,0,False,False,False,False,False,False,False
2,0,1,3,23,9,0,0,0,156.5,0,False,False,False,False,False,False,False
2,0,2,1,205,5,0,0,0,90.0,0,False,False,False,False,False,False,False
2,0,0,1,1,6,0,0,0,129.0,2,False,False,False,False,False,False,True
2,0,2,0,38,9,0,0,0,125.1,0,False,False,False,False,False,False,False
2,0,0,1,8,9,0,0,0,119.0,1,False,False,False,False,False,False,True
2,0,1,3,66,10,0,0,0,104.85,1,False,False,True,False,False,False,True
2,0,0,2,0,4,0,0,0,89.0,1,False,False,False,False,False,False,True
2,0,2,1,0,2,0,0,0,82.33,0,False,False,False,False,False,False,True
2,0,2,3,152,8,0,0,0,113.9,0,False,False,True,False,False,False,False
2,2,1,5,18,2,0,0,0,77.88,0,True,False,False,False,False,False,False
2,0,0,2,39,8,0,0,0,109.0,0,False,False,False,False,False,False,True
1,0,0,1,9,6,0,0,0,97.02,1,False,False,False,False,False,False,True
2,0,2,0,4,11,0,0,0,72.75,1,False,False,False,False,False,False,True
1,0,2,3,304,12,0,0,0,70.0,1,False,False,False,False,False,False,True
2,0,0,1,92,11,0,0,0,90.0,0,False,False,False,False,False,False,True
2,0,1,5,28,10,0,0,0,137.2,1,False,False,True,False,False,False,True
2,0,1,2,168,4,0,0,0,85.0,0,False,False,False,False,False,False,False
2,0,2,2,14,6,0,0,0,156.0,1,False,False,True,False,False,False,True
2,0,1,2,110,10,0,0,0,118.8,2,False,False,False,False,False,False,False
2,0,0,2,3,6,0,0,0,87.01,1,False,False,False,False,False,False,True
1,0,1,1,301,7,0,0,0,90.0,0,False,False,False,False,False,False,True
0,2,0,3,40,1,0,0,0,6.0,1,True,False,False,False,False,False,True
2,2,2,4,56,10,0,0,0,137.44,0,True,False,False,False,False,False,True
2,0,1,3,139,5,0,0,0,99.45,2,False,False,False,False,False,False,True
0,3,1,0,6,12,0,0,0,104.25,1,True,False,False,False,False,False,True
2,0,1,1,64,12,1,0,1,93.6,1,False,False,False,False,False,False,True
2,0,2,1,73,4,0,0,0,76.5,0,False,False,False,False,False,False,False
2,0,0,2,11,9,0,0,0,124.0,2,False,False,False,False,False,False,True
2,0,0,2,56,9,0,0,0,82.0,0,False,False,False,False,False,False,True
2,0,2,2,130,5,0,0,0,89.25,1,False,False,False,False,False,False,True
3,0,1,2,188,10,0,0,0,94.14,1,False,False,False,False,False,False,True
2,0,0,2,308,11,0,0,0,52.0,0,False,False,False,False,False,False,False
2,0,0,1,72,9,0,0,0,108.0,0,False,False,False,False,False,False,True
2,0,1,2,2,11,0,0,0,59.75,1,False,False,True,False,False,False,True
1,0,2,1,12,1,1,0,1,66.0,1,False,False,False,False,False,False,True
1,0,2,1,93,10,0,0,0,115.0,0,False,False,False,False,False,False,False
1,0,2,1,17,4,0,0,0,102.33,0,False,False,False,False,False,False,False
2,0,0,1,66,6,0,0,0,108.11,0,False,False,True,False,False,False,False
2,0,2,1,20,4,0,0,0,77.77,1,False,False,False,False,False,False,True
2,0,1,2,228,7,0,0,0,76.85,1,True,False,False,False,False,False,True
2,0,0,2,2,12,0,0,0,116.0,0,False,False,True,False,False,False,True
2,0,0,3,76,4,0,0,0,116.7,0,False,False,False,False,False,False,False
1,0,1,0,9,4,0,0,0,105.0,0,False,False,False,False,False,False,True
2,0,2,5,160,8,0,0,0,106.75,0,False,False,False,False,False,False,False
2,0,1,0,0,10,0,0,0,0.0,0,False,False,False,True,False,False,True
3,1,2,2,70,4,0,0,0,173.35,0,False,False,False,True,False,False,True
2,0,1,2,129,5,0,0,0,80.75,1,False,False,False,False,False,False,True
2,0,1,0,18,9,0,0,0,89.0,0,False,False,False,False,False,False,True
1,0,0,1,99,2,0,0,0,81.0,0,False,False,False,False,False,False,True
2,0,2,2,9,1,0,0,0,68.4,0,False,False,False,False,False,False,True
2,0,0,5,140,8,0,0,0,82.45,0,False,False,True,False,False,False,True
2,0,1,2,59,6,0,0,0,101.1,0,False,False,False,False,False,False,False
2,0,0,2,1,5,0,0,0,128.0,1,False,False,False,False,False,False,True
1,0,0,2,32,11,0,0,0,73.0,0,False,False,False,False,False,False,True
2,0,0,4,153,6,0,0,0,83.83,1,True,False,False,False,False,False,True
2,0,0,3,76,2,0,0,0,80.3,0,False,False,False,False,False,False,True
3,0,2,3,37,6,0,0,0,105.4,1,False,False,False,False,False,False,True
2,0,0,4,33,2,0,0,0,61.6,1,False,False,True,False,False,False,True
2,0,0,1,1,12,0,0,0,0.0,1,False,False,False,False,True,False,True
2,0,2,0,150,10,0,0,0,80.1,0,False,False,False,False,False,False,False
1,0,2,5,88,9,0,0,0,85.0,1,False,False,False,False,False,False,True
2,0,0,5,230,9,0,0,0,137.0,1,False,False,False,False,False,False,False
2,0,2,3,175,10,0,0,0,78.88,0,False,False,True,False,False,False,True
2,0,1,2,29,12,0,0,0,161.67,0,False,False,False,False,False,False,True
2,0,2,3,28,5,0,0,0,117.74,0,False,False,False,False,False,False,False
2,1,0,1,136,7,0,0,0,130.5,0,False,False,False,False,False,False,True
2,0,0,1,9,11,0,0,0,76.0,1,False,False,False,False,False,False,True
1,0,1,0,111,10,0,0,0,120.0,0,False,False,False,False,False,False,False
2,0,2,3,9,10,0,0,0,140.0,1,False,False,False,False,False,False,True
2,0,0,1,52,5,0,0,0,140.4,1,False,False,True,False,False,False,True
2,0,0,1,4,4,0,0,0,99.0,1,False,False,False,False,False,False,True
3,0,3,6,38,8,0,0,0,159.6,0,False,False,True,False,False,False,True
2,0,1,2,86,5,0,0,0,65.0,1,False,False,False,False,False,False,True
2,0,0,2,308,11,0,0,0,52.0,0,False,False,False,False,False,False,False
2,0,0,0,228,6,0,0,0,0.0,0,False,False,False,False,False,False,False
1,0,0,1,5,6,0,0,0,109.0,1,False,False,False,False,False,False,True
2,2,0,3,19,8,0,0,0,231.0,1,False,False,False,False,True,False,False
1,0,2,4,69,6,0,0,0,120.0,0,False,False,False,False,False,False,False
2,0,2,0,188,9,0,0,0,102.5,1,False,False,False,False,False,False,False
2,0,0,3,150,6,0,0,0,90.0,1,False,False,False,False,False,False,True
2,0,1,3,111,5,0,0,0,93.75,1,False,False,False,False,False,False,True
2,1,0,2,8,9,0,0,0,92.4,3,False,False,True,False,False,False,True
2,0,2,4,35,9,0,0,0,166.58,2,False,False,False,False,False,False,True
2,0,0,3,38,10,0,0,0,94.5,1,False,False,False,False,False,False,True
1,0,1,0,27,4,0,0,0,111.0,1,False,False,False,False,False,False,True
2,0,2,0,75,10,0,0,0,105.0,0,False,False,False,False,False,False,False
2,0,1,4,151,7,0,0,0,120.7,1,False,False,True,False,False,False,False
1,0,0,1,1,9,0,0,0,95.0,1,False,False,False,False,False,False,True
2,0,0,1,10,8,0,0,0,140.0,3,False,False,False,False,False,False,True
2,0,1,3,206,7,0,0,0,58.14,0,False,False,False,False,False,False,False
2,0,0,1,1,9,0,0,0,91.2,0,False,False,False,False,False,False,True
2,0,0,1,28,9,1,0,12,75.0,2,False,False,False,False,False,False,True
2,0,1,4,48,8,0,0,0,85.5,1,False,False,False,False,False,False,True
2,0,0,2,177,6,0,0,0,100.0,0,False,False,False,False,False,False,False
2,2,0,4,210,8,0,0,0,167.95,0,False,False,False,False,True,False,False
2,0,0,2,44,4,0,0,0,106.2,1,False,False,False,False,False,False,True
2,0,1,3,136,6,0,0,0,123.25,0,False,False,False,False,False,False,True
2,0,0,2,15,8,0,0,0,124.0,0,False,False,False,False,False,False,True
2,0,0,3,129,2,0,0,0,62.0,0,False,False,True,False,False,False,True
2,0,0,3,36,10,0,0,0,94.5,1,False,False,False,False,False,False,True
2,0,1,1,301,7,0,0,0,115.0,1,False,False,False,False,False,False,False
2,0,0,4,12,11,0,0,0,95.0,0,False,False,False,False,False,False,True
1,0,0,1,0,10,0,0,0,123.0,0,False,False,False,False,False,False,True
2,0,2,4,43,11,0,0,0,94.8,1,False,False,False,False,False,False,True
2,0,0,3,43,10,0,0,0,96.3,3,False,False,False,False,False,False,True
2,0,2,1,145,8,0,0,0,94.5,0,False,False,False,False,False,False,True
1,0,0,1,2,3,0,0,0,55.0,0,False,False,True,False,False,False,True
2,0,2,1,58,4,0,0,0,81.08,0,False,False,False,False,False,False,True
2,0,0,2,317,9,0,0,0,120.0,0,False,False,False,False,False,False,False
2,0,0,4,296,9,0,0,0,117.0,1,False,False,False,False,False,False,False
2,0,0,3,44,2,0,0,0,75.0,0,False,False,False,False,False,False,True
2,0,0,2,273,7,0,0,0,109.0,0,False,False,False,False,False,False,False
2,0,0,3,148,10,0,0,0,118.8,3,False,False,False,False,False,False,True
1,0,0,1,59,1,0,0,0,81.0,0,False,False,False,False,False,False,True
1,0,0,3,80,12,0,0,0,86.4,2,False,False,False,False,False,False,True
2,0,0,1,1,7,0,0,0,139.0,1,False,False,False,False,False,False,False
2,0,0,3,64,9,0,0,0,101.52,0,False,False,False,False,False,False,True
1,0,0,2,1,8,1,0,1,0.0,0,False,False,False,False,False,False,True
2,0,2,3,51,11,0,0,0,96.9,1,False,False,True,False,False,False,True
1,0,1,0,7,3,0,0,0,88.0,0,False,False,False,False,False,False,True
2,0,2,2,73,8,0,0,0,63.75,0,False,False,False,False,False,False,True
1,0,0,1,65,10,0,0,0,100.0,0,False,False,False,False,False,False,True
2,2,2,3,157,8,0,0,0,217.6,0,False,False,False,False,True,False,False
1,0,2,3,13,9,0,0,0,87.78,1,False,False,False,False,False,False,True
3,0,0,3,16,3,0,0,0,130.33,0,False,False,True,False,False,False,False
2,0,2,4,9,9,0,0,0,130.17,2,False,False,False,False,False,False,True
1,0,1,2,180,10,0,0,0,120.0,0,False,False,False,False,False,False,False
2,0,0,5,8,1,0,0,0,79.4,1,False,False,False,False,False,False,True
1,0,0,1,5,9,0,0,0,65.0,0,False,False,False,False,False,False,True
1,0,1,0,39,9,0,0,0,129.7,0,False,False,False,False,False,False,True
2,0,0,2,182,9,0,0,0,117.9,2,False,False,False,False,False,False,False
2,0,1,0,44,4,0,0,0,107.1,0,False,False,False,False,False,False,False
2,0,2,5,28,11,0,0,0,41.43,0,False,False,False,False,False,False,True
2,0,2,1,271,12,0,0,0,62.64,0,False,False,False,False,False,False,True
2,1,1,2,16,6,0,0,0,132.33,0,False,False,False,False,False,False,False
2,0,0,2,377,10,0,0,0,115.0,1,False,False,False,False,False,False,False
1,0,1,0,131,10,0,0,0,108.0,0,False,False,False,False,False,False,False
2,0,2,1,44,11,0,0,0,112.0,1,False,False,False,False,False,False,True
2,0,1,4,275,10,0,0,0,90.0,0,False,False,False,False,False,False,False
2,0,1,2,304,10,0,0,0,74.15,0,False,False,False,False,False,False,False
2,0,2,3,53,4,0,0,0,75.0,0,False,False,False,False,False,False,True
2,0,2,2,13,10,0,0,0,126.0,2,False,False,False,False,False,False,True
2,0,0,2,12,4,0,0,0,127.0,1,False,False,False,False,False,False,True
2,2,0,4,0,5,0,0,0,221.0,1,False,False,False,False,True,False,True
2,0,2,5,115,7,0,0,0,76.5,1,False,False,False,False,False,False,True
2,0,1,2,224,8,1,1,0,97.75,0,False,False,False,False,False,False,False
2,2,0,2,4,9,0,0,0,242.0,1,False,False,False,False,True,False,False
1,0,0,2,164,10,0,0,0,100.0,0,False,False,False,False,False,False,True
2,0,2,0,8,9,0,0,0,95.0,0,False,False,False,False,False,False,True
2,0,1,2,177,7,0,0,0,77.03,0,False,False,False,False,False,False,False
1,0,0,1,0,1,1,2,10,0.0,1,False,False,False,False,False,False,True
2,0,1,4,275,10,0,0,0,90.0,0,False,False,False,False,False,False,False
2,0,0,2,181,10,0,0,0,90.9,2,False,False,False,False,False,False,False
2,0,0,3,304,11,0,0,0,89.0,0,False,False,False,False,False,False,False
2,0,2,2,153,7,0,0,0,93.2,1,False,False,False,False,False,False,True
2,0,1,1,1,10,0,0,0,77.0,2,False,False,False,True,False,False,True
2,0,0,1,191,11,0,0,0,71.1,0,False,False,False,False,False,False,False
2,1,2,1,44,9,0,0,0,152.1,0,False,False,False,False,False,False,False
2,0,0,2,68,9,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,0,2,28,5,0,0,0,100.0,0,False,False,False,False,False,False,True
2,0,2,2,36,12,0,0,0,88.4,1,False,False,False,False,False,False,True
2,0,1,0,286,10,0,0,0,90.0,0,False,False,False,False,False,False,False
2,0,2,5,246,9,0,0,0,80.75,0,False,False,False,False,False,False,True
2,0,1,3,127,4,0,0,0,90.0,0,False,False,False,False,False,False,True
2,0,0,2,23,8,0,0,0,139.0,1,False,False,False,False,False,False,True
2,0,1,2,144,10,0,0,0,80.1,0,False,False,False,False,False,False,False
1,0,1,3,12,10,0,0,0,95.0,0,False,False,False,False,False,False,True
1,0,0,1,7,11,0,0,0,89.8,0,False,False,False,False,False,False,True
2,0,1,4,189,8,0,0,0,97.75,1,False,False,False,False,False,False,True
2,0,1,2,1,6,0,0,0,75.0,1,False,False,False,False,False,False,True
2,0,2,5,75,11,0,0,0,106.08,0,False,False,False,False,False,False,True
1,0,1,0,0,11,0,0,0,65.0,0,False,False,False,False,False,False,True
0,2,0,3,64,2,0,0,0,69.5,1,True,False,False,False,False,False,True
2,0,1,4,90,12,0,0,0,60.0,0,False,False,True,False,False,False,True
2,0,1,5,93,4,0,0,0,105.4,0,False,False,False,False,False,False,True
1,0,0,2,3,6,0,0,0,120.0,0,False,False,False,False,False,False,True
2,0,0,2,104,10,0,0,0,114.0,1,False,False,False,False,False,False,False
2,0,0,4,89,5,0,0,0,119.85,0,False,False,False,False,False,False,True
2,0,0,1,0,9,0,0,0,106.28,0,False,False,False,False,False,False,True
3,0,0,3,100,7,0,0,0,143.7,0,False,False,True,False,False,False,False
2,0,0,4,49,12,0,0,0,71.0,0,False,False,False,False,False,False,True
2,0,1,2,9,2,0,0,0,91.0,1,False,False,False,False,False,False,True
2,0,2,4,199,8,0,0,0,128.92,0,False,False,False,False,False,False,False
1,0,0,3,71,6,0,0,0,120.0,0,False,False,False,False,False,False,True
2,0,2,1,35,10,0,0,0,138.0,3,False,False,False,False,False,False,True
2,0,0,3,149,6,0,0,0,129.0,0,False,False,True,False,False,False,False
2,0,2,8,14,3,0,0,0,132.0,0,False,False,True,False,False,False,False
2,0,0,1,8,5,0,0,0,99.0,1,False,False,False,False,False,False,True
2,1,2,1,98,8,0,0,0,102.56,2,False,False,True,False,False,False,True
2,0,0,4,91,7,0,0,0,118.8,1,False,False,True,False,False,False,True
2,0,2,9,5,2,0,0,0,146.0,0,False,False,True,False,False,False,False
3,0,2,3,162,7,0,0,0,130.05,1,False,False,True,False,False,False,False
1,0,0,2,181,10,0,0,0,120.0,0,False,False,False,False,False,False,False
2,2,1,2,50,8,0,0,0,242.9,0,False,False,False,False,True,False,False
2,0,1,2,161,3,0,0,0,130.0,0,False,False,False,False,False,False,False
2,0,1,1,82,5,0,0,0,116.1,1,False,False,False,False,False,False,True
2,0,1,3,252,12,0,0,0,53.47,1,False,False,False,False,False,False,True
2,0,1,2,315,9,0,0,0,160.0,0,False,False,False,False,False,False,False
1,0,1,2,180,10,0,0,0,120.0,1,False,False,False,False,False,False,False
2,0,0,1,8,4,0,0,0,146.0,0,False,False,True,False,False,False,False
1,0,1,3,8,6,0,0,0,116.5,0,False,False,False,False,False,False,False
2,0,2,5,34,1,0,0,0,71.52,0,True,False,False,False,False,False,True
2,0,0,2,0,8,0,0,0,98.0,0,False,False,False,False,False,False,True
1,0,2,1,41,3,0,0,0,70.33,0,False,False,False,False,False,False,True
2,0,1,1,89,12,0,0,0,104.0,2,False,False,False,False,False,False,True
2,0,1,4,336,9,0,0,0,78.0,0,False,False,False,False,False,False,True
2,0,0,3,138,7,0,0,0,148.5,1,False,False,False,False,False,False,True
3,0,2,2,167,8,0,0,0,130.05,0,False,False,False,False,False,False,False
2,0,2,1,34,1,0,0,0,48.67,0,False,False,True,False,False,False,True
2,0,0,1,180,10,0,0,0,70.0,0,False,False,False,False,False,False,False
2,0,0,3,157,6,0,0,0,113.1,0,False,False,False,False,False,False,False
2,0,1,2,89,11,0,0,0,72.25,2,False,False,False,False,False,False,True
1,0,0,1,8,3,0,0,0,86.0,0,False,False,False,False,False,False,True
2,0,0,2,129,3,0,0,0,72.75,0,False,False,False,False,False,False,True
3,0,0,4,74,7,0,0,0,137.7,3,False,False,True,False,False,False,True
2,0,2,1,122,3,0,0,0,107.0,1,False,False,False,False,False,False,True
1,0,0,1,8,4,1,0,7,65.0,0,False,False,False,False,False,False,True
1,0,0,3,71,6,0,0,0,120.0,0,False,False,False,False,False,False,True
1,0,1,2,57,11,0,0,0,86.4,1,False,False,False,False,False,False,False
2,0,1,1,3,3,0,0,0,89.0,0,False,False,False,False,False,False,True
2,0,0,1,2,9,0,0,0,115.0,1,False,False,True,False,False,False,True
2,0,0,1,56,6,0,0,0,120.0,0,False,False,False,False,False,False,True
2,0,2,2,64,12,0,0,0,83.61,2,False,False,True,False,False,False,True
1,0,0,1,16,9,0,0,0,138.0,1,False,False,False,False,False,False,True
1,0,0,2,39,8,0,0,0,87.0,0,False,False,False,False,False,False,True
2,1,0,4,51,12,0,0,0,103.7,2,False,False,False,False,False,False,True
2,0,0,4,75,3,0,0,0,108.45,0,False,False,True,False,False,False,True
2,0,0,4,197,8,0,0,0,108.45,1,False,False,False,False,False,False,False
2,0,2,0,10,8,0,0,0,157.0,1,False,False,False,False,False,False,True
1,0,0,2,119,6,0,0,0,110.0,0,False,False,False,False,False,False,True
3,0,0,3,69,4,0,0,0,137.7,0,False,False,False,False,False,False,False
2,0,0,2,142,6,0,0,0,85.5,0,False,False,False,False,False,False,False
2,0,1,3,11,11,0,0,0,126.69,1,False,False,True,False,False,False,True
2,0,0,3,7,5,0,0,0,144.0,0,False,False,False,False,False,False,True
1,0,0,1,1,8,0,0,0,0.0,0,False,False,False,False,False,False,True
3,0,0,3,160,7,0,0,0,137.7,0,False,False,True,False,False,False,False
2,0,2,1,145,1,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,0,2,72,6,0,0,0,126.9,1,False,False,False,False,False,False,True
2,0,2,1,117,8,0,0,0,94.5,0,False,False,False,False,False,False,False
1,0,0,1,225,11,0,0,0,72.9,1,False,False,False,False,False,False,False
2,0,4,10,15,11,0,0,0,65.6,1,False,False,False,False,False,False,False
2,0,0,5,34,3,0,0,0,129.6,1,False,False,True,False,False,False,True
2,0,0,2,346,9,0,0,0,115.0,1,False,False,False,False,False,False,False
1,0,1,2,204,10,0,0,0,59.07,0,False,False,False,False,False,False,False
2,0,1,2,163,8,0,0,0,90.95,0,False,False,True,False,False,False,True
2,0,1,2,185,3,0,0,0,60.0,0,False,False,True,False,False,False,True
1,0,0,2,188,6,0,0,0,130.0,0,False,False,False,False,False,False,False
3,0,1,1,48,10,0,0,0,158.4,2,False,False,True,False,False,False,True
1,0,0,1,0,11,0,0,0,95.0,0,False,False,False,False,False,False,True
2,0,1,1,301,7,0,0,0,115.0,1,False,False,False,False,False,False,False
2,0,2,7,94,7,0,0,0,55.96,0,False,False,False,False,False,False,False
1,0,1,2,28,5,0,0,0,89.0,1,False,False,False,False,False,False,True
2,0,0,1,3,2,0,0,0,93.0,1,False,False,False,False,False,False,True
2,0,0,1,5,9,0,0,0,139.13,1,False,False,False,False,False,False,True
3,0,2,1,103,7,0,0,0,138.5,0,False,False,False,False,False,False,True
2,0,1,0,0,12,0,0,0,75.0,0,False,False,False,False,False,False,True
2,2,0,2,7,8,0,0,0,97.0,1,False,False,False,False,True,False,True
2,0,1,5,8,8,0,0,0,90.0,1,False,False,False,False,False,False,True
2,0,1,2,9,12,0,0,0,68.0,0,False,False,False,False,False,False,True
2,0,1,5,172,7,0,0,0,72.25,0,False,False,False,False,False,False,True
2,1,1,3,78,3,0,0,0,60.0,2,False,False,False,False,False,False,True
2,0,2,3,92,8,0,0,0,63.75,0,False,False,False,False,False,False,False
1,0,1,2,219,9,0,0,0,76.67,0,False,False,False,False,False,False,True
2,0,2,2,7,12,0,0,0,86.78,1,False,False,False,False,False,False,True
2,0,0,5,140,12,0,0,0,70.0,0,False,False,False,False,False,False,True
2,0,2,2,99,10,0,0,0,65.0,0,False,False,False,False,False,False,False
2,0,0,3,83,11,0,0,0,93.6,1,False,False,False,False,False,False,False
2,0,0,3,50,12,0,0,0,71.33,0,False,False,False,False,False,False,True
2,0,2,2,63,9,0,0,0,103.95,1,False,False,False,False,False,False,True
1,0,2,2,75,6,0,0,0,118.6,2,True,False,False,False,False,False,True
2,0,0,2,61,7,0,0,0,94.5,0,False,False,False,False,False,False,False
2,0,0,1,146,7,0,0,0,127.8,2,False,False,True,False,False,False,True
2,0,2,3,26,11,0,0,0,85.0,0,True,False,False,False,False,False,True
2,0,2,1,1,6,0,0,0,141.0,2,False,False,False,False,False,False,True
2,0,0,2,346,9,0,0,0,115.0,1,False,False,False,False,False,False,False
2,0,0,1,64,9,0,0,0,149.4,0,False,False,True,False,False,False,False
3,0,0,3,64,11,0,0,0,149.0,2,False,False,True,False,False,False,True
2,0,0,1,116,7,0,0,0,105.3,1,False,False,False,False,False,False,True
2,0,2,3,25,11,0,0,0,65.0,0,False,False,False,False,False,False,True
3,0,1,3,262,12,0,0,0,104.55,0,False,False,True,False,False,False,True
1,0,0,1,14,11,0,0,0,79.0,0,False,False,False,False,False,False,True
1,0,0,1,5,6,0,0,0,84.0,0,False,False,False,False,False,False,True
1,0,0,3,94,9,0,0,0,85.0,0,False,False,False,False,False,False,False
1,0,1,3,118,6,0,0,0,110.0,0,False,False,False,False,False,False,True
1,0,2,3,115,2,0,0,0,60.0,0,False,False,False,False,False,False,False
1,0,4,5,27,2,0,0,0,70.0,0,False,False,False,False,False,False,False
2,0,0,3,172,10,0,0,0,180.9,0,False,False,False,False,True,False,False
2,0,2,0,386,10,0,0,0,115.0,1,False,False,False,False,False,False,False
1,0,0,1,9,3,0,0,0,69.0,0,False,False,False,False,False,False,True
1,0,0,3,276,9,0,0,0,95.67,0,False,False,False,False,False,False,True
2,2,0,1,50,7,0,0,0,189.9,0,False,False,False,False,True,False,False
2,0,1,2,89,5,0,0,0,75.0,1,False,False,False,False,False,False,True
2,0,2,1,27,10,0,0,0,110.0,1,False,False,False,False,False,False,True
2,1,0,2,38,3,0,0,0,143.1,2,False,False,False,False,False,False,True
2,0,1,2,172,9,0,0,0,80.75,1,False,False,False,False,False,False,True
1,0,0,2,188,6,0,0,0,130.0,0,False,False,False,False,False,False,False
2,0,2,2,45,10,0,0,0,76.77,0,True,False,False,False,False,False,True
3,0,4,5,42,8,0,0,0,162.5,2,False,False,True,False,False,False,True
2,0,1,1,38,5,0,0,0,140.4,1,False,False,True,False,False,False,True
1,0,1,1,32,10,0,0,0,136.0,1,False,False,True,False,False,False,True
2,0,2,8,302,8,0,0,0,65.6,1,True,False,False,False,False,False,True
2,0,0,3,46,11,0,0,0,106.2,2,False,False,True,False,False,False,True
2,0,2,0,20,10,0,0,0,85.0,0,False,False,False,False,False,False,True
2,0,1,2,309,5,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,2,2,69,4,0,0,0,117.18,1,False,False,True,False,False,False,True
1,0,1,0,7,4,0,0,0,89.0,0,False,False,False,False,False,False,True
2,0,0,4,111,6,0,0,0,80.24,0,False,False,False,False,False,False,True
1,0,0,1,73,10,0,0,0,62.5,0,False,False,False,False,False,False,True
2,0,0,2,245,6,0,0,0,75.0,0,False,False,False,False,False,False,False
2,0,1,4,270,12,0,0,0,68.0,0,False,False,False,False,False,False,True
0,2,0,3,1,12,0,0,0,6.0,0,True,False,False,False,False,False,True
2,0,0,2,0,2,1,0,1,75.0,0,False,False,False,False,False,False,True
2,0,0,2,315,12,0,0,0,52.0,0,False,False,False,False,False,False,True
1,0,1,0,24,9,0,0,0,108.0,1,False,False,False,False,False,False,True
2,0,2,2,99,10,0,0,0,65.0,0,False,False,False,False,False,False,False
2,0,1,3,37,2,0,0,0,69.5,1,False,False,False,False,False,False,True
2,0,0,1,41,9,0,0,0,110.0,0,False,False,False,False,False,False,True
1,0,0,2,123,5,0,0,0,126.3,1,False,False,True,False,False,False,True
2,0,0,3,13,2,0,0,0,87.0,1,False,False,False,False,False,False,True
2,0,0,3,30,6,0,0,0,146.4,1,False,False,True,False,False,False,True
1,0,0,3,55,12,0,0,0,86.4,2,False,False,False,False,False,False,True
3,0,2,3,56,10,0,0,0,99.71,2,False,False,False,False,False,False,True
2,0,2,2,104,4,0,0,0,82.45,1,False,False,False,False,False,False,True
2,0,1,5,110,8,0,0,0,120.3,1,False,False,True,False,False,False,True
2,0,0,1,55,4,0,0,0,104.0,0,False,False,False,False,False,False,True
2,0,0,1,181,10,0,0,0,250.0,0,False,False,False,True,False,False,False
